Name,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Critic_Rating,Total Seasons,Total Episodes,Premier Date,User_Rating,vote_count,poster_path,tagline,Metacritic_Rating
Missing,60.0,2003-08-02,2006-02-05,"['Drama', 'Crime', 'Mystery']",Scripted,English,Lifetime,6.9,3,55,2006-02-05,6.286,77.0,/m6vmCXWDU5iNPxDag5Wi0nmUoU0.jpg,She'll stop at nothing to find her son.,N/A
Missing,60.0,2003-08-02,2006-02-05,"['Drama', 'Crime', 'Mystery']",Scripted,English,Lifetime,6.9,3,55,2006-02-05,6.391,23.0,/5RdCx8fplh39dYh3YkwI7x3zSda.jpg,Common sense. Sixth sense. Together they're the FBI's newest team,N/A
L.A. Law,60.0,1986-09-15,2002-05-12,"['Drama', 'Crime', 'Legal']",Scripted,English,NBC,6.8,8,171,2002-05-12,7.38,50.0,/hs1TBk6KlPBlnb7ybpqgK6IzcCx.jpg,The professionals who will take you into the jungles of American justice,83.0
The Nine Lives of Chloe King,60.0,2011-06-14,2011-08-16,"['Drama', 'Action', 'Supernatural']",Scripted,English,Freeform,6.8,1,10,2011-08-16,7.407,81.0,/5dbVI8Cwf0HwDmPCjsw36ZgBXNq.jpg,Her life began on the day she died.,68.0
Minority Report,60.0,2015-09-21,2015-11-30,"['Action', 'Crime', 'Science-Fiction']",Scripted,English,FOX,6.8,1,10,2015-11-30,5.96,150.0,/a5roakc7vI1UlS9tgbfGEomqC7X.jpg,They see the future. She stops the crime.,N/A
Cashmere Mafia,60.0,2008-01-06,2008-02-20,[],Scripted,English,ABC,6.8,1,7,2008-02-20,4.75,8.0,/s0XnXWg8p0p4my2VJg0XnUz1ml1.jpg,"They can have it all, as long as they have each other.",48.0
Texas Rising,88.0,2015-05-25,2015-06-15,"['Drama', 'Action', 'Western']",Scripted,English,History,6.8,1,5,2015-06-15,6.5,50.0,/lnJLfFEpXgmTGUGzKqgHCsjYtMJ.jpg,Don't mess with Texas.,52.0
21 Jump Street,60.0,1987-04-12,1991-04-27,"['Drama', 'Action', 'Adventure']",Scripted,English,Syndication,6.8,5,103,1991-04-27,6.9,114.0,/9w2y0146P5EjLw63FHGWRRpqQ6v.jpg,Too cool for school.,N/A
Missing,60.0,2012-03-15,2012-05-17,"['Drama', 'Action', 'Thriller']",Scripted,English,ABC,6.8,1,10,2012-05-17,6.286,77.0,/m6vmCXWDU5iNPxDag5Wi0nmUoU0.jpg,She'll stop at nothing to find her son.,N/A
Missing,60.0,2012-03-15,2012-05-17,"['Drama', 'Action', 'Thriller']",Scripted,English,ABC,6.8,1,10,2012-05-17,6.391,23.0,/5RdCx8fplh39dYh3YkwI7x3zSda.jpg,Common sense. Sixth sense. Together they're the FBI's newest team,N/A
The Powerpuff Girls,29.0,1998-11-18,2005-03-25,"['Action', 'Children', 'Crime']",Animation,English,Cartoon Network,6.8,6,78,2005-03-25,7.542,812.0,/4CMPCuP6ihU5UvTStv23aGEEMuC.jpg,Saving the world before bedtime.,N/A
Red Widow,60.0,2013-03-03,2013-05-05,"['Drama', 'Crime', 'Thriller']",Scripted,English,ABC,6.7,1,8,2013-05-05,5.7,23.0,/7QFn1uHKHzE7PcPS5sYH9d4YIok.jpg,No time to mourn.,N/A
Trophy Wife,30.0,2013-09-24,2014-05-13,['Comedy'],Scripted,English,ABC,6.7,1,22,2014-05-13,6.581,43.0,/wmTyEMtSNSsWyBnBo2DaKGpq7gK.jpg,Not as glamorous as it sounds.,64.0
The Secret Life of the American Teenager,60.0,2008-07-01,2013-06-03,"['Drama', 'Comedy', 'Family']",Scripted,English,Freeform,6.7,5,121,2013-06-03,7.281,105.0,/k2XTj9D0tzca3dSgvVojU9xk8F5.jpg,Expect the Unexpected,48.0
Dallas,60.0,1978-04-02,1991-05-03,"['Drama', 'Family']",Scripted,English,CBS,6.7,14,356,1991-05-03,6.568,170.0,/w8Frf2mO0DUVHmSRJWJWldntKCt.jpg,A family ruthless in its quest for power and passion,N/A
V.I.P.,60.0,1998-09-26,2002-05-18,"['Comedy', 'Action', 'Crime']",Scripted,English,Syndication,6.7,4,88,2002-05-18,5.235,51.0,/2pHBPVGn2DpYEAHBdT62nc0untt.jpg,Action never looked so good.,N/A
The Carmichael Show,30.0,2015-08-26,2017-08-09,"['Comedy', 'Family']",Scripted,English,NBC,6.7,3,32,2017-08-09,7.392,37.0,/g0DgyieyTGYrlQvT3xCjItF8TbS.jpg,One family. Lot's of opinions.,74.33
Women's Murder Club,60.0,2007-10-12,2008-05-13,"['Drama', 'Crime', 'Mystery']",Scripted,English,ABC,6.7,1,13,2008-05-13,7.987,39.0,/60wKdEKCzp244Han7HLQF8il0Yb.jpg,Friends who are always on each others case,51.0
Empire,60.0,2015-01-07,2020-04-21,"['Drama', 'Music']",Scripted,English,FOX,6.7,6,102,2020-04-21,7.184,697.0,/gTrzYR6gWMhQ8yINW9JCLeoJHvf.jpg,Their reign. Their rules.,N/A
Empire,60.0,2015-01-07,2020-04-21,"['Drama', 'Music']",Scripted,English,FOX,6.7,6,102,2020-04-21,6.348,23.0,/5p7en3Ct3bdwYyECA4oHkjSfJim.jpg,Empire,N/A
Empire,60.0,2015-01-07,2020-04-21,"['Drama', 'Music']",Scripted,English,FOX,6.7,6,102,2020-04-21,6.6,13.0,/sdLoCTgidFSVzzKthQwzmNcAVS0.jpg,Chosen by destiny. Seduced by power.,N/A
Bag of Bones,120.0,2011-12-11,2011-12-12,"['Drama', 'Horror', 'Mystery']",Scripted,English,A&E,6.7,1,2,2011-12-12,6.004,141.0,/ziIOygc0X8rOSRw3AIGzDJdq7F.jpg,Beware the lake.,N/A
The Messengers,60.0,2015-04-17,2015-07-24,"['Drama', 'Mystery', 'Supernatural']",Scripted,English,The CW,6.7,1,13,2015-07-24,6.272,123.0,/8kLGrSeupZQh4XFU95DcHiWC7sL.jpg,"When evil rises, good awakens.",N/A
Intelligence,60.0,2014-01-07,2014-03-31,"['Action', 'Science-Fiction']",Scripted,English,CBS,6.7,1,13,2014-03-31,6.439,180.0,/yWO3w2isgxBarZEH4vE4qbrpqTd.jpg,What's in his head will blow your mind.,N/A
Intelligence,60.0,2014-01-07,2014-03-31,"['Action', 'Science-Fiction']",Scripted,English,CBS,6.7,1,13,2014-03-31,8.3,11.0,/6WYhnGhfEvNAy7bYaiwUbjGlIYz.jpg,"Sex, drugs & spies.",N/A
Significant Mother,30.0,2015-08-03,2015-10-05,['Comedy'],Scripted,English,The CW,6.7,1,9,2015-10-05,5.8,19.0,/8efSSGqrIlQFgmJGIdDHIxq672l.jpg,It's momplicated.,N/A
Knight Rider,60.0,2008-02-17,2009-03-04,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,NBC,6.7,1,17,2009-03-04,7.518,1123.0,/t57NXzTrwp5rnPXiaX4BThrDxt1.jpg,"Michael Knight is today's hero! Driving the car of tomorrow! Together, they're the ultimate crimecrashers!",21.0
Knight Rider,60.0,2008-02-17,2009-03-04,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,NBC,6.7,1,17,2009-03-04,7.431,539.0,/e93H0P6GYoDUhHR5uCdmfLDAvKt.jpg,An icon reborn.,21.0
Sonny with a Chance,30.0,2009-02-08,2011-01-09,"['Comedy', 'Family', 'Music']",Scripted,English,Disney Channel,6.7,2,47,2011-01-09,7.989,307.0,/o1ZEkSiqzWcGV5lldAhLfaTzxQS.jpg,She's in for the ride of her life.,N/A
Two and a Half Men,30.0,2003-09-22,2015-02-19,['Comedy'],Scripted,English,CBS,6.6,12,262,2015-02-19,7.452,2843.0,/A9QDK4OWpv41W27kCv0LXe30k9S.jpg,Two adults. One kid. No grown-ups.,67.0
Spies of Warsaw,90.0,2013-01-09,2013-01-16,"['Drama', 'Thriller', 'Espionage']",Scripted,English,BBC Four,6.6,1,2,2013-01-16,6.6,30.0,/s76PIU65SPAhdWho32UGnwUampm.jpg,Bravery takes many forms.,64.0
Lipstick Jungle,60.0,2008-02-07,2009-01-09,"['Drama', 'Romance']",Scripted,English,NBC,6.6,2,20,2009-01-09,6.4,22.0,/75WJq16w7BYh1uIIsoP8ad2Zk2G.jpg,Bright lights. Big city. Best friends,40.0
The Slap,60.0,2015-02-12,2015-04-02,['Drama'],Scripted,English,NBC,6.6,1,8,2015-04-02,7.179,28.0,/x31d878edbJnHmJ1w2IMTPP81nx.jpg,Whose side are you on?,N/A
666 Park Avenue,60.0,2012-09-30,2013-07-13,"['Drama', 'Mystery', 'Supernatural']",Scripted,English,ABC,6.6,1,13,2013-07-13,6.19,105.0,/gWBT8NpjeoPlOq6GtwiNVzCuukX.jpg,Evil has an address.,62.0
90210,60.0,2008-09-02,2013-05-13,"['Drama', 'Romance']",Scripted,English,The CW,6.6,5,114,2013-05-13,5.863,164.0,/6uy8Le8X8qqvc5X7pSFn3BJA69M.jpg,New drama. Same ZIP Code.,47.0
Crash,60.0,2008-10-17,2009-12-18,['Drama'],Scripted,English,STARZ,6.5,2,26,2009-12-18,5.8,11.0,/8DhxZi3N0Apuea8K8gJgeGHsgtq.jpg,"In L.A., there are no accidents",43.0
Labyrinth,120.0,2012-11-24,2012-12-01,"['Adventure', 'Fantasy', 'Mystery']",Scripted,English,Channel 4,6.5,1,2,2012-12-01,5.7,63.0,/7ze6V3XYVBeQe3Y9opRw3Hbyhbh.jpg,"Separated by time, joined by destiny.",42.0
The Carrie Diaries,60.0,2013-01-14,2014-01-31,"['Drama', 'Comedy', 'Romance']",Scripted,English,The CW,6.5,2,26,2014-01-31,7.298,203.0,/ogoii8a7JsMFH4RNioptkyhzX2b.jpg,You never forget your first love.,58.0
Glee,60.0,2009-05-19,2015-03-20,"['Drama', 'Music', 'Romance']",Scripted,English,FOX,6.5,6,121,2015-03-20,6.713,696.0,/62T2vsZYTje3KhdCsiLR1K1RFJW.jpg,Join the club.,77.0
Helix,60.0,2014-01-10,2015-04-10,"['Horror', 'Science-Fiction', 'Thriller']",Scripted,English,Syfy,6.5,2,26,2015-04-10,6.703,374.0,/7goT0IcsXjRo9fdMlWKr6ZRmaNP.jpg,Play God. Pay the price.,67.0
iCarly,32.0,2007-09-08,2012-11-23,"['Comedy', 'Children', 'Family']",Scripted,English,Nickelodeon,6.5,6,97,2012-11-23,7.668,742.0,/ooQbYPupFxyvzEaJreuAUkcjqUA.jpg,#IYKYK,N/A
Hello Ladies,30.0,2013-09-29,2013-11-17,['Comedy'],Scripted,English,HBO,6.5,1,8,2013-11-17,6.799,87.0,/2jUOzE8pcwn0bDGfbX7GtTqSqsT.jpg,Single and desperate to mingle.,58.0
10 Things I Hate About You,30.0,2009-07-07,2010-05-24,"['Drama', 'Comedy']",Scripted,English,Freeform,6.5,1,20,2010-05-24,7.2,57.0,/l9GRXCwm2ixVzX0hgr4KKxgpUwF.jpg,A comedy about fitting in and standing out.,66.0
The Cape,60.0,2011-01-09,2011-03-11,"['Drama', 'Crime', 'Supernatural']",Scripted,English,NBC,6.5,1,10,2011-03-11,4.795,61.0,/byr4EjvdT3seQYfzDsOeQewqhrn.jpg,Suit up. Fight Back,54.0
Girls,30.0,2012-04-15,2017-04-16,"['Drama', 'Romance']",Scripted,English,HBO,6.5,6,62,2017-04-16,6.219,320.0,/ikyT3hnELofnYRsPIqVGgUhDbOT.jpg,Living the dream. One mistake at a time.,79.0
Drawn Together,30.0,2004-10-27,2010-03-18,['Comedy'],Animation,English,Comedy Central,6.5,3,36,2010-03-18,8.199,1120.0,/xhshQ2WgAa5zyXqwRcxKMDwRBGd.jpg,Reality TV had it coming!,N/A
Wonder Woman,60.0,1975-11-07,1979-09-11,"['Action', 'Adventure', 'Fantasy']",Scripted,English,CBS,6.5,3,60,1979-09-11,7.0,415.0,/7vHxWO6ahByDWzWufFL48MXaktT.jpg,"From a land of myth, to a world in turmoil.",N/A
The Grinder,30.0,2015-09-29,2016-05-10,['Comedy'],Scripted,English,FOX,6.4,1,22,2016-05-10,6.833,75.0,/4oKpcD8KcLI7Fsh9WmUE8D4ys9C.jpg,Two brothers. One's a lawyer. The other played one on TV.,71.0
Make It or Break It,60.0,2009-06-22,2012-05-14,"['Drama', 'Comedy', 'Sports']",Scripted,English,Freeform,6.4,3,48,2012-05-14,7.84,53.0,/qT20SwKLFiHEeSwqrccLwLQYzHR.jpg,Competition. Deception. Perfection.,N/A
Quantico,60.0,2015-09-27,2018-08-03,"['Crime', 'Mystery', 'Espionage']",Scripted,English,ABC,6.4,3,57,2018-08-03,6.551,586.0,/3ofY2mALEiE0QDyRlVOV3sDNMYC.jpg,The FBI's top recruit is now their most wanted.,70.0
Aldnoah.Zero,25.0,2014-07-06,2015-03-28,"['Action', 'Adventure', 'Anime', 'Science-Fiction']",Animation,Japanese,BS11,6.4,2,24,2015-03-28,7.737,118.0,/jyMfRWgO0vPFtmbKEN2zQLCxXyQ.jpg,"Let justice be done, though the heavens fall",N/A
Dallas,60.0,2012-06-13,2014-09-22,"['Drama', 'Family']",Scripted,English,TNT,6.4,3,40,2014-09-22,6.568,170.0,/w8Frf2mO0DUVHmSRJWJWldntKCt.jpg,A family ruthless in its quest for power and passion,N/A
Punky Brewster,30.0,1984-09-16,1988-05-27,"['Comedy', 'Family']",Scripted,English,Syndication,6.3,4,88,1988-05-27,7.385,13.0,/ap4hlAB5pZn7CSJAtSs8GjpOrpV.jpg,A new generation of punk.,N/A
"Beverly Hills, 90210",60.0,1990-10-04,2000-05-17,"['Drama', 'Romance']",Scripted,English,FOX,6.3,10,293,2000-05-17,7.431,646.0,/b7BYfkhu653D894krwGO1ysIKTf.jpg,New faces and dangerous places!,46.0
Hostages,60.0,2013-09-23,2014-01-06,"['Drama', 'Thriller']",Scripted,English,CBS,6.3,1,15,2014-01-06,4.7,3.0,/p1pPd1HcXdlmXfC1uOzCXTCwIhZ.jpg,444 days. Decades in the making.,64.0
Hunters,60.0,2016-04-11,2016-07-11,"['Drama', 'Science-Fiction', 'Thriller']",Scripted,English,Syfy,6.3,1,13,2016-07-11,5.483,58.0,/5EUETA5wONEgYsoSUgpu19So00K.jpg,A new breed of terrorist.,34.0
Perry Mason,60.0,1957-09-21,1995-04-10,"['Drama', 'Crime', 'Legal']",Scripted,English,CBS,6.2,9,271,1995-04-10,7.3,280.0,/5QcaEyfSbJEmiaxf7ch8nBl0GO4.jpg,There's power in the truth.,N/A
Perry Mason,60.0,1957-09-21,1995-04-10,"['Drama', 'Crime', 'Legal']",Scripted,English,CBS,6.2,9,271,1995-04-10,7.7,103.0,/1th2fC46icNw67k51FykUn3wwC0.jpg,Almost anyone is capable of a crime under certain circumstances.,N/A
Happy Tree Friends,12.0,1999-12-24,2023-09-28,"['Comedy', 'Horror', 'Thriller']",Animation,English,G4,6.2,6,133,2023-09-28,7.803,504.0,/2rYqJg1OzaDlc5kiBK4IdgrELMf.jpg,"Cute, cuddly and horribly wrong",N/A
Truth Be Told,30.0,2015-10-16,2015-12-25,['Comedy'],Scripted,English,NBC,6.2,1,10,2015-12-25,7.305,164.0,/zBc5nqwYy9cwJGoA16Sc4jmgyuP.jpg,No disappearance is a coincidence.,N/A
Mistresses,60.0,2008-01-08,2010-08-26,"['Drama', 'Romance']",Scripted,English,BBC One,6.2,3,16,2010-08-26,5.4,56.0,/6ayoSSIrbLYm6MrgBhzw2tTp96a.jpg,Four friends. Four hearts. 13 weeks of seduction.,N/A
Doubt,60.0,2017-02-15,2017-08-12,"['Drama', 'Crime', 'Legal']",Scripted,English,CBS,6.2,1,13,2017-08-12,4.5,21.0,/eYsR9J2aT8dUsRodmUG7PQkhA8E.jpg,"Guilty or not, here they come.",58.0
Baywatch,61.0,1989-09-22,2001-05-14,"['Drama', 'Action', 'Adventure']",Scripted,English,Syndication,6.2,11,233,2001-05-14,5.9,403.0,/34t8WxHn1OcIVpcTxmjYmjX9tE4.jpg,"Cause I'm always ready, I won't let you out of my sight",N/A
Ben and Kate,30.0,2012-09-25,2013-01-22,['Comedy'],Scripted,English,FOX,6.1,1,16,2013-01-22,6.872,47.0,/uhzXOjujMk1c0Olp3Cha9lpNB4v.jpg,His sister. Her daughter. Who's raising who?,N/A
A.D. The Bible Continues,60.0,2015-04-05,2015-06-21,"['Drama', 'Adventure']",Scripted,English,NBC,6.1,1,12,2015-06-21,6.371,31.0,/MqDwyYfPhEeVgV8a0KXi9baMQh.jpg,The crucifixion was only the beginning.,N/A
Family Tree,30.0,2013-05-12,2013-07-07,"['Drama', 'Comedy']",Scripted,English,HBO,6.1,1,8,2013-07-07,6.4,29.0,/aR1QlhiZVPxey4Hb5WxjJI8bpue.jpg,Finding himself. One relative at a time.,74.0
Black Scorpion,60.0,2001-01-05,2001-06-30,"['Action', 'Crime', 'Science-Fiction']",Scripted,English,Syfy,6.1,1,22,2001-06-30,6.0,6.0,/s6bPEbHXUYfrU6IQ3rE2aGkjKqQ.jpg,She's bold. She's beautiful. Her sting is deadly.,N/A
Undercover Boss,60.0,2010-02-07,2022-04-08,[],Reality,English,CBS,6.1,11,127,2022-04-08,5.767,43.0,/7SWB59uwzkxWRAeApEY6xt5Az1F.jpg,The toughest job the boss will ever do is yours.,59.0
Fatal Vows,60.0,2012-11-17,2020-04-20,"['Drama', 'Crime', 'Thriller']",Documentary,English,Investigation Discovery,6.0,7,88,2020-04-20,7.4,7.0,/Hx7pD9L2etQkOcKW6V6NjCXiRL.jpg,"Love may be blind and marriage, bliss - but divorce is murder.",N/A
Fantasy Island,60.0,1998-09-26,1999-01-23,"['Drama', 'Fantasy']",Scripted,English,ABC,6.0,1,13,1999-01-23,6.109,55.0,/bl6qV6nO0Cd4N9boVJo08pJUoB2.jpg,Reimagine the possibilities.,62.0
Coupling,30.0,2003-09-25,2003-10-23,"['Drama', 'Comedy', 'Romance']",Scripted,English,NBC,6.0,1,10,2003-10-23,7.924,249.0,/dWfEw2YPrpKwHxH2K9SloCcMrnI.jpg,The naughty new comedy about nothing...but SEX!,N/A
Mulaney,30.0,2014-10-05,2015-02-15,"['Comedy', 'Family']",Scripted,English,FOX,6.0,1,13,2015-02-15,4.2,21.0,/t8muZQjwcNQ1Z9zWBLdWQFzlJKA.jpg,You can't keep a good standup down.,38.0
Marry Me,30.0,2014-10-14,2015-05-14,['Comedy'],Scripted,English,NBC,5.9,1,18,2015-05-14,6.9,21.0,/qc1RrwXA5xjFE8kPRrRLRVYWhDI.jpg,She wanted a prince. She got three.,63.0
Marry Me,30.0,2014-10-14,2015-05-14,['Comedy'],Scripted,English,NBC,5.9,1,18,2015-05-14,5.7,13.0,/iUT8oHqb8N7jqaZCU8NpRlylZFd.jpg,Together every crazy step of the way,63.0
Marry Me,30.0,2014-10-14,2015-05-14,['Comedy'],Scripted,English,NBC,5.9,1,18,2015-05-14,10.0,1.0,/7Nhrd80o2VdmUPvGVOOVypvBLYM.jpg,Marry Me,63.0
Roseanne,30.0,1988-10-18,2018-05-22,"['Comedy', 'Family']",Scripted,English,ABC,5.8,10,231,2018-05-22,6.918,297.0,/4UARHgxTm7xwhcEHiVDwF0Gv4j0.jpg,The first family that made you feel better about your own!,74.0
Ringer,60.0,2011-09-13,2012-04-17,"['Drama', 'Crime', 'Mystery']",Scripted,English,The CW,5.8,1,22,2012-04-17,5.918,91.0,/hgsiNvtG8BdLvCqhbBR172T3YQB.jpg,"When your life is a lie, can anything be real?",59.0
Dr. Ken,30.0,2015-10-02,2017-03-31,"['Comedy', 'Family', 'Medical']",Scripted,English,ABC,5.7,2,44,2017-03-31,5.528,54.0,/rLuRcr3E7mFGR4jGnNjEuAWWO8p.jpg,The gloves are coming off.,26.0
Melrose Place,60.0,2009-09-08,2010-04-13,"['Drama', 'Romance']",Scripted,English,The CW,5.7,1,18,2010-04-13,5.763,116.0,/kIc03DwT3DPd48lKlbpyPxx3O1S.jpg,"At Melrose Place, no one is innocent.",55.0
Melrose Place,60.0,2009-09-08,2010-04-13,"['Drama', 'Romance']",Scripted,English,The CW,5.7,1,18,2010-04-13,5.571,21.0,/90KR19Cqhgl61PwN4O4N6cURAi.jpg,Tuesday's the new Humpday,55.0
Cult,60.0,2013-02-19,2013-07-12,"['Drama', 'Thriller', 'Mystery']",Scripted,English,The CW,5.7,1,13,2013-07-12,5.3,29.0,/3qSnfv0tRUnWGOgVGebpZRGjQRG.jpg,Seeing is deceiving.,46.0
Picket Fences,60.0,1992-09-18,1996-06-26,"['Drama', 'Family']",Scripted,English,CBS,5.6,4,88,1996-06-26,7.632,38.0,/qADC5L8vScqkLK11ZjNjkwYN2vn.jpg,"Douglas Wambaugh, for the defense!",61.0
Manhattan Love Story,30.0,2014-09-30,2014-12-04,"['Comedy', 'Romance']",Scripted,English,ABC,5.4,1,11,2014-12-04,6.4,32.0,/5bazJO9disPJruhyqMhljEwWXqK.jpg,"Love, sex, and every thought in between.",42.0
Saved by the Bell,30.0,1989-08-20,1994-10-07,['Comedy'],Scripted,English,NBC,4.8,4,86,1994-10-07,7.8,588.0,/9YC576fs6XQR2pfPDJn4kcmG8T5.jpg,Welcome to California's hippest high school,N/A
Saved by the Bell,30.0,1989-08-20,1994-10-07,['Comedy'],Scripted,English,NBC,4.8,4,86,1994-10-07,6.98,101.0,/9iIIRPetuBmOl0gd7KC5dNcK7bX.jpg,Bayside's back. Get so excited.,N/A
The Spoils Before Dying,30.0,2015-07-08,2015-07-10,"['Comedy', 'Crime']",Scripted,English,IFC,4.4,1,6,2015-07-10,5.792,12.0,/AhIFPJBUge7H8gAO1JMyZZLg3tt.jpg,A groovy trip in free-form jazz.,65.0
Femme Fatales,30.0,2011-05-13,2012-08-10,"['Crime', 'Thriller']",Scripted,English,Cinemax,4.0,2,28,2012-08-10,7.0,22.0,/qpSL3JdIOVM99hvgXpu23pSCWJb.jpg,Pretty. Deadly.,N/A
I Am Cait,60.0,2015-07-26,2016-04-24,['Drama'],Reality,English,E!,3.6,2,16,2016-04-24,5.214,28.0,/m27KexNPrOREbxw4413BUvQijqA.jpg,Sometimes it takes a lifetime to start living.,67.0
Keeping Up with the Kardashians,60.0,2007-10-14,2021-06-20,['Drama'],Reality,English,E!,3.1,20,272,2021-06-20,7.5,845.0,/nddXOC8wYpIDv7giLzjjqIg8WDA.jpg,Family ever after.,N/A
